tid	pref_name	target_type	accession	accession_organism	target_organism
100193	Monoglyceride lipase	SINGLE PROTEIN	Q99685	Homo sapiens	Homo sapiens
20130	Inhibitor of apoptosis protein 3	SINGLE PROTEIN	P98170	Homo sapiens	Homo sapiens
30035	Serine/threonine-protein kinase 2	SINGLE PROTEIN	Q9H2G2	Homo sapiens	Homo sapiens
30036	Dual specificity protein kinase CLK4	SINGLE PROTEIN	Q9HAZ1	Homo sapiens	Homo sapiens
30037	MAP kinase signal-integrating kinase 2	SINGLE PROTEIN	Q9HBH9	Homo sapiens	Homo sapiens
100630	Voltage-gated potassium channel subunit Kv1.4	SINGLE PROTEIN	P22459	Homo sapiens	Homo sapiens
100633	Proteasome component C5	SINGLE PROTEIN	P20618	Homo sapiens	Homo sapiens
100301	Guanine nucleotide-binding protein G(k), alpha-3 subunit	SINGLE PROTEIN	P08754	Homo sapiens	Homo sapiens
30012	Tyrosine-protein kinase FRK	SINGLE PROTEIN	P42685	Homo sapiens	Homo sapiens
30013	Dual specificty protein kinase CLK1	SINGLE PROTEIN	P49759	Homo sapiens	Homo sapiens
30014	Dual specificity protein kinase CLK2	SINGLE PROTEIN	P49760	Homo sapiens	Homo sapiens
30015	Dual specificity protein kinase CLK3	SINGLE PROTEIN	P49761	Homo sapiens	Homo sapiens
100338	Lipoxin A4 receptor	SINGLE PROTEIN	P25090	Homo sapiens	Homo sapiens
100220	Hydroxyacid oxidase 1	SINGLE PROTEIN	Q9UJM8	Homo sapiens	Homo sapiens
11471	Spermidine synthase	SINGLE PROTEIN	P19623	Homo sapiens	Homo sapiens
11488	Estradiol 17-beta-dehydrogenase 3	SINGLE PROTEIN	P37058	Homo sapiens	Homo sapiens
11489	11-beta-hydroxysteroid dehydrogenase 1	SINGLE PROTEIN	P28845	Homo sapiens	Homo sapiens
10850	Ribosomal protein S6 kinase alpha 5	SINGLE PROTEIN	O75582	Homo sapiens	Homo sapiens
11212	Oligosaccharyl transferase 48 kDa subunit	SINGLE PROTEIN	P39656	Homo sapiens	Homo sapiens
11215	Protein-beta-aspartate methyltransferase	SINGLE PROTEIN	P22061	Homo sapiens	Homo sapiens
11238	Type I inositol-1,4,5-trisphosphate 5-phosphatase	SINGLE PROTEIN	Q14642	Homo sapiens	Homo sapiens
11241	Legumain	SINGLE PROTEIN	Q99538	Homo sapiens	Homo sapiens
11255	Estrogen-related receptor gamma	SINGLE PROTEIN	P62508	Homo sapiens	Homo sapiens
100418	Tyrosine-protein kinase TEC	SINGLE PROTEIN	P42680	Homo sapiens	Homo sapiens
100417	ALK tyrosine kinase receptor	SINGLE PROTEIN	Q9UM73	Homo sapiens	Homo sapiens
100325	Hypoxia-inducible factor 1 alpha	SINGLE PROTEIN	Q16665	Homo sapiens	Homo sapiens
18016	Voltage-gated P/Q-type calcium channel alpha-1A subunit	SINGLE PROTEIN	O00555	Homo sapiens	Homo sapiens
100075	TGF-beta receptor type II	SINGLE PROTEIN	P37173	Homo sapiens	Homo sapiens
12593	Matrix metalloproteinase 10	SINGLE PROTEIN	P09238	Homo sapiens	Homo sapiens
11019	cGMP-dependent protein kinase 1 beta	SINGLE PROTEIN	Q13976	Homo sapiens	Homo sapiens
12632	Group IIF secretory phospholipase A2	SINGLE PROTEIN	Q9BZM2	Homo sapiens	Homo sapiens
12652	Group IID secretory phospholipase A2	SINGLE PROTEIN	Q9UNK4	Homo sapiens	Homo sapiens
12674	Serine/threonine protein phosphatase 2A, 55 kDa regulatory subunit B, alpha isoform	SINGLE PROTEIN	P63151	Homo sapiens	Homo sapiens
12675	Alpha-1-acid glycoprotein 1	SINGLE PROTEIN	P02763	Homo sapiens	Homo sapiens
12678	Spermidine/spermine N(1)-acetyltransferase 1	SINGLE PROTEIN	P21673	Homo sapiens	Homo sapiens
18061	Sodium channel protein type IX alpha subunit	SINGLE PROTEIN	Q15858	Homo sapiens	Homo sapiens
100282	S-100 protein beta chain	SINGLE PROTEIN	P04271	Homo sapiens	Homo sapiens
11398	P-glycoprotein 1	SINGLE PROTEIN	P08183	Homo sapiens	Homo sapiens
11748	Heat shock protein HSP 90-beta	SINGLE PROTEIN	P08238	Homo sapiens	Homo sapiens
11839	Calcium-activated potassium channel subunit alpha-1	SINGLE PROTEIN	Q12791	Homo sapiens	Homo sapiens
10992	Intermediate conductance calcium-activated potassium channel protein 4	SINGLE PROTEIN	O15554	Homo sapiens	Homo sapiens
10198	Voltage-gated potassium channel subunit Kv1.5	SINGLE PROTEIN	P22460	Homo sapiens	Homo sapiens
11145	Granzyme A	SINGLE PROTEIN	P12544	Homo sapiens	Homo sapiens
11156	Bradykinin B1 receptor	SINGLE PROTEIN	P46663	Homo sapiens	Homo sapiens
30038	Serine/threonine-protein kinase NEK6	SINGLE PROTEIN	Q9HC98	Homo sapiens	Homo sapiens
30040	Serine/threonine-protein kinase PAK6	SINGLE PROTEIN	Q9NQU5	Homo sapiens	Homo sapiens
30041	Serine/threonine-protein kinase 36	SINGLE PROTEIN	Q9NRP7	Homo sapiens	Homo sapiens
10544	Purinergic receptor P2Y1	SINGLE PROTEIN	P47900	Homo sapiens	Homo sapiens
12851	Phospholipase A2 group V	SINGLE PROTEIN	P39877	Homo sapiens	Homo sapiens
100784	Fatty acid transport protein 2	SINGLE PROTEIN	O14975	Homo sapiens	Homo sapiens
100785	Fatty acid transport protein 4	SINGLE PROTEIN	Q6P1M0	Homo sapiens	Homo sapiens
100787	Betaine--homocysteine S-methyltransferase 1	SINGLE PROTEIN	Q93088	Homo sapiens	Homo sapiens
10015	Cysteinyl leukotriene receptor 2	SINGLE PROTEIN	Q9NS75	Homo sapiens	Homo sapiens
11544	Hemoglobin beta chain	SINGLE PROTEIN	P68871	Homo sapiens	Homo sapiens
11631	Sphingosine 1-phosphate receptor Edg-1	SINGLE PROTEIN	P21453	Homo sapiens	Homo sapiens
12690	Purine nucleoside phosphorylase	SINGLE PROTEIN	P00491	Homo sapiens	Homo sapiens
12698	Mevalonate pyrophosphate decarboxylase	SINGLE PROTEIN	P53602	Homo sapiens	Homo sapiens
11500	Group X secretory phospholipase A2	SINGLE PROTEIN	O15496	Homo sapiens	Homo sapiens
100194	N-acylsphingosine-amidohydrolase	SINGLE PROTEIN	Q02083	Homo sapiens	Homo sapiens
20020	Serine/threonine-protein kinase GAK	SINGLE PROTEIN	O14976	Homo sapiens	Homo sapiens
20021	Adrenomedullin receptor	SINGLE PROTEIN	O15218	Homo sapiens	Homo sapiens
100467	Monocarboxylate transporter 1	SINGLE PROTEIN	P53985	Homo sapiens	Homo sapiens
100468	Induced myeloid leukemia cell differentiation protein Mcl-1	SINGLE PROTEIN	Q07820	Homo sapiens	Homo sapiens
100424	Tyrosine-protein kinase TXK	SINGLE PROTEIN	P42681	Homo sapiens	Homo sapiens
100637	UDP-glucuronosyltransferase 2B7	SINGLE PROTEIN	P16662	Homo sapiens	Homo sapiens
100788	Photoreceptor-specific nuclear receptor	SINGLE PROTEIN	Q9Y5X4	Homo sapiens	Homo sapiens
100789	Serine/threonine-protein kinase SRPK1	SINGLE PROTEIN	Q96SB4	Homo sapiens	Homo sapiens
100790	Dual-specificity tyrosine-phosphorylation regulated kinase 2	SINGLE PROTEIN	Q92630	Homo sapiens	Homo sapiens
100791	Guanine nucleotide-binding protein G(s), subunit alpha	SINGLE PROTEIN	P63092	Homo sapiens	Homo sapiens
100210	Transcription factor E2F1	SINGLE PROTEIN	Q01094	Homo sapiens	Homo sapiens
100290	Gastric inhibitory polypeptide receptor	SINGLE PROTEIN	P48546	Homo sapiens	Homo sapiens
100308	Beta-1,4-galactosyltransferase 1	SINGLE PROTEIN	P15291	Homo sapiens	Homo sapiens
12538	Thymidylate kinase	SINGLE PROTEIN	P23919	Homo sapiens	Homo sapiens
11871	Matrix metalloproteinase 12	SINGLE PROTEIN	P39900	Homo sapiens	Homo sapiens
11882	Sphingosine kinase 1	SINGLE PROTEIN	Q9NYA1	Homo sapiens	Homo sapiens
11907	Purinergic receptor P2Y2	SINGLE PROTEIN	P41231	Homo sapiens	Homo sapiens
12794	Ryanodine receptor 2	SINGLE PROTEIN	Q92736	Homo sapiens	Homo sapiens
100009	Phosphodiesterase 8B	SINGLE PROTEIN	O95263	Homo sapiens	Homo sapiens
100010	Phosphodiesterase 10A	SINGLE PROTEIN	Q9Y233	Homo sapiens	Homo sapiens
100226	Prostaglandin E synthase 2	SINGLE PROTEIN	Q9H7Z7	Homo sapiens	Homo sapiens
18047	Deoxyhypusine synthase	SINGLE PROTEIN	P49366	Homo sapiens	Homo sapiens
100430	HM74 nicotinic acid GPCR	SINGLE PROTEIN	P49019	Homo sapiens	Homo sapiens
100431	Free fatty acid receptor 1	SINGLE PROTEIN	O14842	Homo sapiens	Homo sapiens
100432	C-C chemokine receptor type 6	SINGLE PROTEIN	P51684	Homo sapiens	Homo sapiens
10583	Phosphodiesterase 1B	SINGLE PROTEIN	Q01064	Homo sapiens	Homo sapiens
12651	Phospholipase A2 group 1B	SINGLE PROTEIN	P04054	Homo sapiens	Homo sapiens
12659	Prostanoid DP receptor	SINGLE PROTEIN	Q13258	Homo sapiens	Homo sapiens
13056	Prostaglandin I2 synthase	SINGLE PROTEIN	Q16647	Homo sapiens	Homo sapiens
10982	Neurokinin 3 receptor	SINGLE PROTEIN	P29371	Homo sapiens	Homo sapiens
12798	Uroporphyrinogen-III synthase	SINGLE PROTEIN	P10746	Homo sapiens	Homo sapiens
12999	Serine/threonine protein phosphatase PP1-gamma catalytic subunit	SINGLE PROTEIN	P36873	Homo sapiens	Homo sapiens
13004	TGF-beta receptor type I	SINGLE PROTEIN	P36897	Homo sapiens	Homo sapiens
12825	C-X-C chemokine receptor type 3	SINGLE PROTEIN	P49682	Homo sapiens	Homo sapiens
12828	Cyclin-dependent kinase 3	SINGLE PROTEIN	Q00526	Homo sapiens	Homo sapiens
12844	Fucosyltransferase 6	SINGLE PROTEIN	P51993	Homo sapiens	Homo sapiens
12847	Vitamin K-dependent protein C	SINGLE PROTEIN	P04070	Homo sapiens	Homo sapiens
12579	Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform	SINGLE PROTEIN	Q08209	Homo sapiens	Homo sapiens
12583	Kallikrein 4	SINGLE PROTEIN	Q9Y5K2	Homo sapiens	Homo sapiens
12584	Kallikrein 5	SINGLE PROTEIN	Q9Y337	Homo sapiens	Homo sapiens
12585	Kallikrein 6	SINGLE PROTEIN	Q92876	Homo sapiens	Homo sapiens
100125	ETS domain protein Elk-1	SINGLE PROTEIN	P19419	Homo sapiens	Homo sapiens
100127	Tyrosine-protein kinase FGR	SINGLE PROTEIN	P09769	Homo sapiens	Homo sapiens
100160	L-type amino acid transporter 1	SINGLE PROTEIN	Q01650	Homo sapiens	Homo sapiens
100445	Serine racemase	SINGLE PROTEIN	Q9GZT4	Homo sapiens	Homo sapiens
100446	NAD-dependent deacetylase sirtuin 3	SINGLE PROTEIN	Q9NTG7	Homo sapiens	Homo sapiens
100447	NAD-dependent deacetylase sirtuin 2	SINGLE PROTEIN	Q8IXJ6	Homo sapiens	Homo sapiens
18054	Platelet-activating factor acetylhydrolase IB beta subunit	SINGLE PROTEIN	P68402	Homo sapiens	Homo sapiens
11204	Acyl coenzyme A:cholesterol acyltransferase 2	SINGLE PROTEIN	O75908	Homo sapiens	Homo sapiens
10359	Mucosal addressin cell adhesion molecule-1	SINGLE PROTEIN	Q13477	Homo sapiens	Homo sapiens
10394	Small conductance calcium-activated potassium channel protein 2	SINGLE PROTEIN	Q9H2S1	Homo sapiens	Homo sapiens
11396	Phosphodiesterase 4C	SINGLE PROTEIN	Q08493	Homo sapiens	Homo sapiens
10511	Voltage-gated N-type calcium channel alpha-1B subunit	SINGLE PROTEIN	Q00975	Homo sapiens	Homo sapiens
12425	Nitric oxide synthase, inducible	SINGLE PROTEIN	P35228	Homo sapiens	Homo sapiens
100080	Serine/threonine-protein kinase PAK 4	SINGLE PROTEIN	O96013	Homo sapiens	Homo sapiens
100096	Activator of S phase kinase DBF4	SINGLE PROTEIN	Q9UBU7	Homo sapiens	Homo sapiens
100071	Serine/threonine-protein kinase PAK 2	SINGLE PROTEIN	Q13177	Homo sapiens	Homo sapiens
13029	Glutathione S-transferase kappa 1	SINGLE PROTEIN	Q9Y2Q3	Homo sapiens	Homo sapiens
12848	Acyl-CoA:dihydroxyacetonephosphateacyltransferase	SINGLE PROTEIN	O15228	Homo sapiens	Homo sapiens
12936	NADH-ubiquinone oxidoreductase chain 4	SINGLE PROTEIN	P03905	Homo sapiens	Homo sapiens
12944	Ribosomal protein S6 kinase 1	SINGLE PROTEIN	P23443	Homo sapiens	Homo sapiens
12945	Cytidine deaminase	SINGLE PROTEIN	P32320	Homo sapiens	Homo sapiens
12966	Rho-GTPase-activating protein 3	SINGLE PROTEIN	P52757	Homo sapiens	Homo sapiens
100448	NAD-dependent deacetylase sirtuin 1	SINGLE PROTEIN	Q96EB6	Homo sapiens	Homo sapiens
100449	High-affinity choline transporter	SINGLE PROTEIN	Q9GZV3	Homo sapiens	Homo sapiens
100450	Glutaminyl-peptide cyclotransferase	SINGLE PROTEIN	Q16769	Homo sapiens	Homo sapiens
100845	Serine/threonine-protein kinase MRCK-A	SINGLE PROTEIN	Q5VT25	Homo sapiens	Homo sapiens
100848	Purinergic receptor P2Y14	SINGLE PROTEIN	Q15391	Homo sapiens	Homo sapiens
100473	Dipeptidyl peptidase III	SINGLE PROTEIN	Q9NY33	Homo sapiens	Homo sapiens
100474	Cytochrome P450 24A1	SINGLE PROTEIN	Q07973	Homo sapiens	Homo sapiens
30042	BMP-2-inducible protein kinase	SINGLE PROTEIN	Q9NSY1	Homo sapiens	Homo sapiens
30043	Serine/threonine-protein kinase PIM2	SINGLE PROTEIN	Q9P1W9	Homo sapiens	Homo sapiens
30044	Serine/threonine-protein kinase PAK7	SINGLE PROTEIN	Q9P286	Homo sapiens	Homo sapiens
30045	Serine/threonine-protein kinase 17A	SINGLE PROTEIN	Q9UEE5	Homo sapiens	Homo sapiens
30046	Ephrin type-A receptor 6	SINGLE PROTEIN	Q9UF33	Homo sapiens	Homo sapiens
30047	TRAF2- and NCK-interacting kinase	SINGLE PROTEIN	Q9UKE5	Homo sapiens	Homo sapiens
100227	Hyaluronidase-1	SINGLE PROTEIN	Q12794	Homo sapiens	Homo sapiens
100151	Coagulation factor XIII	SINGLE PROTEIN	P00488	Homo sapiens	Homo sapiens
100157	Galectin-3	SINGLE PROTEIN	P17931	Homo sapiens	Homo sapiens
100335	Vasoactive intestinal polypeptide receptor 2	SINGLE PROTEIN	P41587	Homo sapiens	Homo sapiens
100571	GABA transporter 2	SINGLE PROTEIN	Q9NSD5	Homo sapiens	Homo sapiens
10029	Apolipoprotein B-100	SINGLE PROTEIN	P04114	Homo sapiens	Homo sapiens
10102	5-lipoxygenase activating protein	SINGLE PROTEIN	P20292	Homo sapiens	Homo sapiens
10121	Trypsin III	SINGLE PROTEIN	P35030	Homo sapiens	Homo sapiens
11336	Neuropeptide Y receptor type 5	SINGLE PROTEIN	Q15761	Homo sapiens	Homo sapiens
11055	Metabotropic glutamate receptor 6	SINGLE PROTEIN	O15303	Homo sapiens	Homo sapiens
100850	BR serine/threonine-protein kinase 2	SINGLE PROTEIN	Q8IWQ3	Homo sapiens	Homo sapiens
100851	Dual-specificity tyrosine-phosphorylation regulated kinase 3	SINGLE PROTEIN	O43781	Homo sapiens	Homo sapiens
100852	Homeodomain-interacting protein kinase 2	SINGLE PROTEIN	Q9H2X6	Homo sapiens	Homo sapiens
100853	Homeodomain-interacting protein kinase 3	SINGLE PROTEIN	Q9H422	Homo sapiens	Homo sapiens
100854	Maternal embryonic leucine zipper kinase	SINGLE PROTEIN	Q14680	Homo sapiens	Homo sapiens
100293	Thymidine kinase, mitochondrial	SINGLE PROTEIN	O00142	Homo sapiens	Homo sapiens
100166	Kinesin-like protein 1	SINGLE PROTEIN	P52732	Homo sapiens	Homo sapiens
11110	Matrix metalloproteinase 8	SINGLE PROTEIN	P22894	Homo sapiens	Homo sapiens
11024	Matrix metalloproteinase 13	SINGLE PROTEIN	P45452	Homo sapiens	Homo sapiens
10168	Glutathione S-transferase Mu 2	SINGLE PROTEIN	P28161	Homo sapiens	Homo sapiens
100434	C-C chemokine receptor type 7	SINGLE PROTEIN	P32248	Homo sapiens	Homo sapiens
100436	C-C chemokine receptor type 8	SINGLE PROTEIN	P51685	Homo sapiens	Homo sapiens
30022	Serine/threonine-protein kinase PCTAIRE-1	SINGLE PROTEIN	Q00536	Homo sapiens	Homo sapiens
30024	Serine/threonine-protein kinase MST1	SINGLE PROTEIN	Q13043	Homo sapiens	Homo sapiens
30023	Tyrosine kinase non-receptor protein 2	SINGLE PROTEIN	Q07912	Homo sapiens	Homo sapiens
30025	Serine/threonine-protein kinase PAK 1	SINGLE PROTEIN	Q13153	Homo sapiens	Homo sapiens
30026	Tyrosine-protein kinase BRK	SINGLE PROTEIN	Q13882	Homo sapiens	Homo sapiens
30027	Ephrin type-A receptor 7	SINGLE PROTEIN	Q15375	Homo sapiens	Homo sapiens
10561	Oligopeptide transporter small intestine isoform	SINGLE PROTEIN	P46059	Homo sapiens	Homo sapiens
10692	Angiotensin II type 2 (AT-2) receptor	SINGLE PROTEIN	P50052	Homo sapiens	Homo sapiens
11006	Melanocortin receptor 5	SINGLE PROTEIN	P33032	Homo sapiens	Homo sapiens
11499	Xaa-Pro aminopeptidase 2	SINGLE PROTEIN	O43895	Homo sapiens	Homo sapiens
11692	Complement C1r	SINGLE PROTEIN	P00736	Homo sapiens	Homo sapiens
11590	Glutamine synthetase	SINGLE PROTEIN	P15104	Homo sapiens	Homo sapiens
11536	Ghrelin receptor	SINGLE PROTEIN	Q92847	Homo sapiens	Homo sapiens
10911	Phenylethanolamine N-methyltransferase	SINGLE PROTEIN	P11086	Homo sapiens	Homo sapiens
237	Leukotriene A4 hydrolase	SINGLE PROTEIN	P09960	Homo sapiens	Homo sapiens
11176	Phosphodiesterase 1C	SINGLE PROTEIN	Q14123	Homo sapiens	Homo sapiens
10188	MAP kinase p38 alpha	SINGLE PROTEIN	Q16539	Homo sapiens	Homo sapiens
100217	Apoptosis regulator Bcl-X	SINGLE PROTEIN	Q07817	Homo sapiens	Homo sapiens
12959	Myosin light chain kinase	SINGLE PROTEIN	Q32MK0	Homo sapiens	Homo sapiens
12964	Complement factor H	SINGLE PROTEIN	P08603	Homo sapiens	Homo sapiens
12967	Serine/threonine-protein kinase Chk1	SINGLE PROTEIN	O14757	Homo sapiens	Homo sapiens
10553	Voltage-gated potassium channel subunit Kv1.3	SINGLE PROTEIN	P22001	Homo sapiens	Homo sapiens
100008	Phosphodiesterase 8A	SINGLE PROTEIN	O60658	Homo sapiens	Homo sapiens
100100	Voltage-gated T-type calcium channel alpha-1G subunit	SINGLE PROTEIN	O43497	Homo sapiens	Homo sapiens
11003	Melanocortin receptor 3	SINGLE PROTEIN	P41968	Homo sapiens	Homo sapiens
10089	Peptide deformylase mitochondrial	SINGLE PROTEIN	Q9HBH1	Homo sapiens	Homo sapiens
20151	Dipeptidyl peptidase VIII	SINGLE PROTEIN	Q6V1X1	Homo sapiens	Homo sapiens
100622	Lymphocyte differentiation antigen CD38	SINGLE PROTEIN	P28907	Homo sapiens	Homo sapiens
100623	Receptor-type tyrosine-protein phosphatase mu	SINGLE PROTEIN	P28827	Homo sapiens	Homo sapiens
100624	Proteasome Macropain subunit MB1	SINGLE PROTEIN	P28074	Homo sapiens	Homo sapiens
100828	Steroidogenic factor 1	SINGLE PROTEIN	Q13285	Homo sapiens	Homo sapiens
100830	Group III secretory phopholipase A2	SINGLE PROTEIN	Q9NZ20	Homo sapiens	Homo sapiens
100834	MAP kinase-activated protein kinase 3	SINGLE PROTEIN	Q16644	Homo sapiens	Homo sapiens
12983	MAP kinase p38 gamma	SINGLE PROTEIN	P53778	Homo sapiens	Homo sapiens
100476	Apoptosis regulator Bcl-W	SINGLE PROTEIN	Q92843	Homo sapiens	Homo sapiens
100478	Branched-chain-amino-acid transferase	SINGLE PROTEIN	P54687	Homo sapiens	Homo sapiens
100481	Aldo-keto-reductase family 1 member C3	SINGLE PROTEIN	P42330	Homo sapiens	Homo sapiens
100186	Fibroblast activation protein alpha	SINGLE PROTEIN	Q12884	Homo sapiens	Homo sapiens
100190	Mannosyl-oligosaccharide glucosidase	SINGLE PROTEIN	Q13724	Homo sapiens	Homo sapiens
100643	Indoleamine 2,3-dioxygenase	SINGLE PROTEIN	P14902	Homo sapiens	Homo sapiens
18071	Proteinase activated receptor 4	SINGLE PROTEIN	Q96RI0	Homo sapiens	Homo sapiens
100659	HLA-DR antigens-associated invariant chain	SINGLE PROTEIN	P04233	Homo sapiens	Homo sapiens
100666	Malonyl-CoA decarboxylase	SINGLE PROTEIN	O95822	Homo sapiens	Homo sapiens
100792	Isoprenylcysteine carboxyl methyltransferase	SINGLE PROTEIN	O60725	Homo sapiens	Homo sapiens
12649	Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform	SINGLE PROTEIN	P67775	Homo sapiens	Homo sapiens
10226	Matrix metalloproteinase 26	SINGLE PROTEIN	Q9NRE1	Homo sapiens	Homo sapiens
10001	Neutral sphingomyelinase	SINGLE PROTEIN	O60906	Homo sapiens	Homo sapiens
10004	Carboxypeptidase N, catalytic subunit	SINGLE PROTEIN	P15169	Homo sapiens	Homo sapiens
10012	Pyrimidinergic receptor P2Y6	SINGLE PROTEIN	Q15077	Homo sapiens	Homo sapiens
10016	Phosphodiesterase 7B	SINGLE PROTEIN	Q9NP56	Homo sapiens	Homo sapiens
103767	Menin	SINGLE PROTEIN	O00255	Homo sapiens	Homo sapiens
100835	MAP kinase-interacting serine/threonine-protein kinase MNK1	SINGLE PROTEIN	Q9BUB5	Homo sapiens	Homo sapiens
20071	Heat shock protein HSP 60	SINGLE PROTEIN	P10809	Homo sapiens	Homo sapiens
20014	Serine/threonine-protein kinase Aurora-A	SINGLE PROTEIN	O14965	Homo sapiens	Homo sapiens
20085	Cytochrome P450 2B6	SINGLE PROTEIN	P20813	Homo sapiens	Homo sapiens
100145	DNA excision repair protein ERCC-5	SINGLE PROTEIN	P28715	Homo sapiens	Homo sapiens
100300	Guanine nucleotide-binding protein G(i), alpha-1 subunit	SINGLE PROTEIN	P63096	Homo sapiens	Homo sapiens
100302	Guanine nucleotide-binding protein G(o), alpha subunit 1	SINGLE PROTEIN	P09471	Homo sapiens	Homo sapiens
12769	FK506 binding protein 3	SINGLE PROTEIN	Q00688	Homo sapiens	Homo sapiens
10785	C3a anaphylatoxin chemotactic receptor	SINGLE PROTEIN	Q16581	Homo sapiens	Homo sapiens
10805	Low affinity neurotrophin receptor p75NTR	SINGLE PROTEIN	P08138	Homo sapiens	Homo sapiens
10020	Serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, alpha isoform	SINGLE PROTEIN	Q15172	Homo sapiens	Homo sapiens
12683	Pyruvate dehydrogenase kinase isoform 1	SINGLE PROTEIN	Q15118	Homo sapiens	Homo sapiens
12943	Vesicular acetylcholine transporter	SINGLE PROTEIN	Q16572	Homo sapiens	Homo sapiens
10108	Geranylgeranyl pyrophosphate synthetase	SINGLE PROTEIN	O95749	Homo sapiens	Homo sapiens
10891	Potassium channel, inwardly rectifying, subfamily J, member 8	SINGLE PROTEIN	Q15842	Homo sapiens	Homo sapiens
12608	1-acylglycerol-3-phosphate O-acyltransferase beta	SINGLE PROTEIN	O15120	Homo sapiens	Homo sapiens
10475	Neuropeptide Y receptor type 1	SINGLE PROTEIN	P25929	Homo sapiens	Homo sapiens
12154	Glutamate [NMDA] receptor subunit 3A	SINGLE PROTEIN	Q8TCU5	Homo sapiens	Homo sapiens
11042	Carbonic anhydrase VA	SINGLE PROTEIN	P35218	Homo sapiens	Homo sapiens
10952	Vacuolar ATP synthase subunit S1	SINGLE PROTEIN	Q15904	Homo sapiens	Homo sapiens
11192	Endothelin-converting enzyme 1	SINGLE PROTEIN	P42892	Homo sapiens	Homo sapiens
12968	Orexin receptor 2	SINGLE PROTEIN	O43614	Homo sapiens	Homo sapiens
20154	Dipeptidyl peptidase IX	SINGLE PROTEIN	Q86TI2	Homo sapiens	Homo sapiens
10260	Vanilloid receptor	SINGLE PROTEIN	Q8NER1	Homo sapiens	Homo sapiens
10909	Beta-chymotrypsin	SINGLE PROTEIN	P17538	Homo sapiens	Homo sapiens
10197	Glycogen synthase kinase-3 beta	SINGLE PROTEIN	P49841	Homo sapiens	Homo sapiens
11624	Caspase-1	SINGLE PROTEIN	P29466	Homo sapiens	Homo sapiens
11573	Nitric-oxide synthase, endothelial	SINGLE PROTEIN	P29474	Homo sapiens	Homo sapiens
11565	Dual specificity phosphatase Cdc25B	SINGLE PROTEIN	P30305	Homo sapiens	Homo sapiens
10417	P2X purinoceptor 7	SINGLE PROTEIN	Q99572	Homo sapiens	Homo sapiens
10810	Protein tyrosine phosphatase receptor type C-associated protein	SINGLE PROTEIN	Q14761	Homo sapiens	Homo sapiens
10832	Terminal deoxynucleotidyltransferase	SINGLE PROTEIN	P04053	Homo sapiens	Homo sapiens
10834	Uridine phosphorylase 1	SINGLE PROTEIN	Q16831	Homo sapiens	Homo sapiens
10836	Kallikrein 8	SINGLE PROTEIN	O60259	Homo sapiens	Homo sapiens
10696	Serine/threonine-protein kinase AKT3	SINGLE PROTEIN	Q9Y243	Homo sapiens	Homo sapiens
12252	Beta-secretase 1	SINGLE PROTEIN	P56817	Homo sapiens	Homo sapiens
10608	Acetyl-CoA carboxylase 2	SINGLE PROTEIN	O00763	Homo sapiens	Homo sapiens
10118	Transcription initiation factor IIA alpha and bTranscription initiation factor IIA alpha and beta chains	SINGLE PROTEIN	P52655	Homo sapiens	Homo sapiens
10127	Cytosolic phospholipase A2 gamma	SINGLE PROTEIN	Q9UP65	Homo sapiens	Homo sapiens
10141	L-lactate dehydrogenase A chain	SINGLE PROTEIN	P00338	Homo sapiens	Homo sapiens
100138	C-X3-C chemokine receptor 1	SINGLE PROTEIN	P49238	Homo sapiens	Homo sapiens
100141	Nck adaptor protein 1	SINGLE PROTEIN	P16333	Homo sapiens	Homo sapiens
100147	Eukaryotic translation initation factor	SINGLE PROTEIN	P06730	Homo sapiens	Homo sapiens
